timesteps,model.is_valid[N/A],model.energy_usage[Sm3/cd],model.energy_usage_cumulative[Sm3 (cd)],model.power[MW (sd)],model.power_cumulative[GWh (cd)],model.co2.rate[t/cd],model.co2.cumulative[t (cd)],model.hydrocarbon_export_rate[Sm3/cd],model.co2.intensity_sm3[kg/Sm3],model.co2.intensity_boe[kg/BOE],model.co2.intensity_yearly_sm3[kg/Sm3],model.co2.intensity_yearly_boe[kg/BOE],Installation A.is_valid[N/A],Installation A.energy_usage[Sm3/cd],Installation A.energy_usage_cumulative[Sm3 (cd)],Installation A.power[MW (sd)],Installation A.power_cumulative[GWh (cd)],Installation A.co2.rate[t/cd],Installation A.co2.cumulative[t (cd)],Installation A.hydrocarbon_export_rate[Sm3/cd],Installation A.co2.intensity_sm3[kg/Sm3],Installation A.co2.intensity_boe[kg/BOE],Installation A.co2.intensity_yearly_sm3[kg/Sm3],Installation A.co2.intensity_yearly_boe[kg/BOE],Installation A.regularity[N/A],Generator set A.is_valid[N/A],Generator set A.energy_usage[Sm3/cd],Generator set A.energy_usage_cumulative[Sm3 (cd)],Generator set A.power[MW (sd)],Generator set A.power_cumulative[GWh (cd)],Generator set A.co2.rate[t/cd],Generator set A.co2.cumulative[t (cd)],Generator set A.power_capacity_margin[MW (sd)],Gas export compressor.is_valid[N/A],Gas export compressor.energy_usage[Sm3/cd],Gas export compressor.energy_usage_cumulative[Sm3 (cd)],Gas export compressor.co2.rate[t/cd],Gas export compressor.co2.cumulative[t (cd)],Gas export compressor.recirculation_loss[MW (sd)],Gas export compressor.rate_exceeds_maximum[N/A],Gas export compressor.outlet_pressure_before_choking[bara],Gas injection compressor.is_valid[N/A],Gas injection compressor.energy_usage[MW (sd)],Gas injection compressor.energy_usage_cumulative[MWd (cd)],Gas injection compressor.power[MW (sd)],Gas injection compressor.power_cumulative[GWh (cd)],Gas injection compressor.recirculation_loss[MW (sd)],Gas injection compressor.rate_exceeds_maximum[N/A],Gas injection compressor.outlet_pressure_before_choking[bara],Produced water reinjection pump.is_valid[N/A],Produced water reinjection pump.energy_usage[MW (sd)],Produced water reinjection pump.energy_usage_cumulative[MWd (cd)],Produced water reinjection pump.power[MW (sd)],Produced water reinjection pump.power_cumulative[GWh (cd)],Produced water reinjection pump.inlet_liquid_rate_m3_per_day[Sm3/sd],Produced water reinjection pump.inlet_pressure_bar[bara],Produced water reinjection pump.outlet_pressure_bar[bara],Produced water reinjection pump.operational_head[J/kg],Base production load.is_valid[N/A],Base production load.energy_usage[MW (sd)],Base production load.energy_usage_cumulative[MWd (cd)],Base production load.power[MW (sd)],Base production load.power_cumulative[GWh (cd)],Flare.is_valid[N/A],Flare.energy_usage[Sm3/cd],Flare.energy_usage_cumulative[Sm3 (cd)],Flare.co2.rate[t/cd],Flare.co2.cumulative[t (cd)],Sea water injection pump.is_valid[N/A],Sea water injection pump.energy_usage[MW (sd)],Sea water injection pump.energy_usage_cumulative[MWd (cd)],Sea water injection pump.power[MW (sd)],Sea water injection pump.power_cumulative[GWh (cd)]
2023-01-01 00:00:00,0,        141180.00000,             0.00000,            11.80000,             0.00000,           309.18420,             0.00000,         25956.04000,nan,nan,            72.97389,            11.60157,0,        141180.00000,             0.00000,            11.80000,             0.00000,           309.18420,             0.00000,         25956.04000,nan,nan,            72.97389,            11.60157,             1.00000,1,         84180.00000,             0.00000,            11.80000,             0.00000,           184.35420,             0.00000,            88.20000,1,         50000.00000,             0.00000,           109.50000,             0.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         70147.25000,            10.00000,           200.00000,         18811.88000,1,            11.80000,             0.00000,            11.80000,             0.00000,1,          7000.00000,             0.00000,            15.33000,             0.00000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-02 00:00:00,0,        141180.00000,        141180.00000,            11.80000,             0.28320,           309.18420,           309.18420,         25457.14000,11.91184,1.893774,            72.97389,            11.60157,0,        141180.00000,        141180.00000,            11.80000,             0.28320,           309.18420,           309.18420,         25457.14000,11.91184,1.893774,            72.97389,            11.60157,             1.00000,1,         84180.00000,         84180.00000,            11.80000,             0.28320,           184.35420,           184.35420,            88.20000,1,         50000.00000,         50000.00000,           109.50000,           109.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         65031.22000,            10.00000,           200.00000,         18811.88000,1,            11.80000,            11.80000,            11.80000,             0.28320,1,          7000.00000,          7000.00000,            15.33000,            15.33000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-03 00:00:00,0,        141180.00000,        282360.00000,            11.80000,             0.56640,           309.18420,           618.36840,         24798.70000,12.02743,1.912151,            72.97389,            11.60157,0,        141180.00000,        282360.00000,            11.80000,             0.56640,           309.18420,           618.36840,         24798.70000,12.02743,1.912151,            72.97389,            11.60157,             1.00000,1,         84180.00000,        168360.00000,            11.80000,             0.56640,           184.35420,           368.70840,            88.20000,1,         50000.00000,        100000.00000,           109.50000,           219.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         60539.36000,            10.00000,           200.00000,         18811.88000,1,            11.80000,            23.60000,            11.80000,             0.56640,1,          7000.00000,         14000.00000,            15.33000,            30.66000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-04 00:00:00,0,        141180.00000,        423540.00000,            11.80000,             0.84960,           309.18420,           927.55260,         23436.96000,12.17071,1.93493,            72.97389,            11.60157,0,        141180.00000,        423540.00000,            11.80000,             0.84960,           309.18420,           927.55260,         23436.96000,12.17071,1.93493,            72.97389,            11.60157,             1.00000,1,         84180.00000,        252540.00000,            11.80000,             0.84960,           184.35420,           553.06260,            88.20000,1,         50000.00000,        150000.00000,           109.50000,           328.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         57283.27000,            10.00000,           200.00000,         18811.88000,1,            11.80000,            35.40000,            11.80000,             0.84960,1,          7000.00000,         21000.00000,            15.33000,            45.99000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-05 00:00:00,0,        141180.00000,        564720.00000,            11.80000,             1.13280,           309.18420,          1236.73700,         22118.60000,12.41095,1.973124,            72.97389,            11.60157,0,        141180.00000,        564720.00000,            11.80000,             1.13280,           309.18420,          1236.73700,         22118.60000,12.41095,1.973124,            72.97389,            11.60157,             1.00000,1,         84180.00000,        336720.00000,            11.80000,             1.13280,           184.35420,           737.41680,            88.20000,1,         50000.00000,        200000.00000,           109.50000,           438.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         53202.25000,            10.00000,           200.00000,         18811.88000,1,            11.80000,            47.20000,            11.80000,             1.13280,1,          7000.00000,         28000.00000,            15.33000,            61.32000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-06 00:00:00,0,        141180.00000,        705900.00000,            11.80000,             1.41600,           309.18420,          1545.92100,         21342.00000,12.69568,2.018392,            72.97389,            11.60157,0,        141180.00000,        705900.00000,            11.80000,             1.41600,           309.18420,          1545.92100,         21342.00000,12.69568,2.018392,            72.97389,            11.60157,             1.00000,1,         84180.00000,        420900.00000,            11.80000,             1.41600,           184.35420,           921.77100,            88.20000,1,         50000.00000,        250000.00000,           109.50000,           547.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         49650.02000,            10.00000,           200.00000,         18811.88000,1,            11.80000,            59.00000,            11.80000,             1.41600,1,          7000.00000,         35000.00000,            15.33000,            76.65000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-07 00:00:00,0,        141180.00000,        847080.00000,            11.80000,             1.69920,           309.18420,          1855.10500,         20810.11000,12.96284,2.060865,            72.97389,            11.60157,0,        141180.00000,        847080.00000,            11.80000,             1.69920,           309.18420,          1855.10500,         20810.11000,12.96284,2.060865,            72.97389,            11.60157,             1.00000,1,         84180.00000,        505080.00000,            11.80000,             1.69920,           184.35420,          1106.12500,            88.20000,1,         50000.00000,        300000.00000,           109.50000,           657.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         46698.75000,            10.00000,           200.00000,         18811.88000,1,            11.80000,            70.80000,            11.80000,             1.69920,1,          7000.00000,         42000.00000,            15.33000,            91.98000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-08 00:00:00,0,        141180.00000,        988260.00000,            11.80000,             1.98240,           309.18420,          2164.28900,         20415.75000,13.20336,2.099104,            72.97389,            11.60157,0,        141180.00000,        988260.00000,            11.80000,             1.98240,           309.18420,          2164.28900,         20415.75000,13.20336,2.099104,            72.97389,            11.60157,             1.00000,1,         84180.00000,        589260.00000,            11.80000,             1.98240,           184.35420,          1290.47900,            88.20000,1,         50000.00000,        350000.00000,           109.50000,           766.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         44472.32000,            10.00000,           200.00000,         18811.88000,1,            11.80000,            82.60000,            11.80000,             1.98240,1,          7000.00000,         49000.00000,            15.33000,           107.31000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-09 00:00:00,0,        141180.00000,       1129440.00000,            11.80000,             2.26560,           309.18420,          2473.47400,         20104.06000,13.41834,2.133281,            72.97389,            11.60157,0,        141180.00000,       1129440.00000,            11.80000,             2.26560,           309.18420,          2473.47400,         20104.06000,13.41834,2.133281,            72.97389,            11.60157,             1.00000,1,         84180.00000,        673440.00000,            11.80000,             2.26560,           184.35420,          1474.83400,            88.20000,1,         50000.00000,        400000.00000,           109.50000,           876.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         42298.43000,            10.00000,           200.00000,         18811.88000,1,            11.80000,            94.40000,            11.80000,             2.26560,1,          7000.00000,         56000.00000,            15.33000,           122.64000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-10 00:00:00,0,        141180.00000,       1270620.00000,            11.80000,             2.54880,           309.18420,          2782.65800,         19690.56000,13.61116,2.163937,            72.97389,            11.60157,0,        141180.00000,       1270620.00000,            11.80000,             2.54880,           309.18420,          2782.65800,         19690.56000,13.61116,2.163937,            72.97389,            11.60157,             1.00000,1,         84180.00000,        757620.00000,            11.80000,             2.54880,           184.35420,          1659.18800,            88.20000,1,         50000.00000,        450000.00000,           109.50000,           985.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         40023.27000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           106.20000,            11.80000,             2.54880,1,          7000.00000,         63000.00000,            15.33000,           137.97000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-11 00:00:00,0,        141180.00000,       1411800.00000,            11.80000,             2.83200,           309.18420,          3091.84200,         19183.85000,13.79487,2.193142,            72.97389,            11.60157,0,        141180.00000,       1411800.00000,            11.80000,             2.83200,           309.18420,          3091.84200,         19183.85000,13.79487,2.193142,            72.97389,            11.60157,             1.00000,1,         84180.00000,        841800.00000,            11.80000,             2.83200,           184.35420,          1843.54200,            88.20000,1,         50000.00000,        500000.00000,           109.50000,          1095.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         38090.67000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           118.00000,            11.80000,             2.83200,1,          7000.00000,         70000.00000,            15.33000,           153.30000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-12 00:00:00,0,        141180.00000,       1552980.00000,            11.80000,             3.11520,           309.18420,          3401.02600,         18230.04000,13.97794,2.222249,            72.97389,            11.60157,0,        141180.00000,       1552980.00000,            11.80000,             3.11520,           309.18420,          3401.02600,         18230.04000,13.97794,2.222249,            72.97389,            11.60157,             1.00000,1,         84180.00000,        925980.00000,            11.80000,             3.11520,           184.35420,          2027.89600,            88.20000,1,         50000.00000,        550000.00000,           109.50000,          1204.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         35563.12000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           129.80000,            11.80000,             3.11520,1,          7000.00000,         77000.00000,            15.33000,           168.63000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-13 00:00:00,0,        141180.00000,       1694160.00000,            11.80000,             3.39840,           309.18420,          3710.21000,         17387.10000,14.18581,2.255295,            72.97389,            11.60157,0,        141180.00000,       1694160.00000,            11.80000,             3.39840,           309.18420,          3710.21000,         17387.10000,14.18581,2.255295,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1010160.00000,            11.80000,             3.39840,           184.35420,          2212.25000,            88.20000,1,         50000.00000,        600000.00000,           109.50000,          1314.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         33412.75000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           141.60000,            11.80000,             3.39840,1,          7000.00000,         84000.00000,            15.33000,           183.96000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-14 00:00:00,0,        141180.00000,       1835340.00000,            11.80000,             3.68160,           309.18420,          4019.39500,         16494.91000,14.41,2.290938,            72.97389,            11.60157,0,        141180.00000,       1835340.00000,            11.80000,             3.68160,           309.18420,          4019.39500,         16494.91000,14.41,2.290938,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1094340.00000,            11.80000,             3.68160,           184.35420,          2396.60500,            88.20000,1,         50000.00000,        650000.00000,           109.50000,          1423.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         31970.55000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           153.40000,            11.80000,             3.68160,1,          7000.00000,         91000.00000,            15.33000,           199.29000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-15 00:00:00,0,        141180.00000,       1976520.00000,            11.80000,             3.96480,           309.18420,          4328.57900,         15643.78000,14.652,2.329412,            72.97389,            11.60157,0,        141180.00000,       1976520.00000,            11.80000,             3.96480,           309.18420,          4328.57900,         15643.78000,14.652,2.329412,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1178520.00000,            11.80000,             3.96480,           184.35420,          2580.95900,            88.20000,1,         50000.00000,        700000.00000,           109.50000,          1533.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         30737.06000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           165.20000,            11.80000,             3.96480,1,          7000.00000,         98000.00000,            15.33000,           214.62000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-16 00:00:00,0,        141180.00000,       2117700.00000,            11.80000,             4.24800,           309.18420,          4637.76300,         14978.17000,14.90908,2.370284,            72.97389,            11.60157,0,        141180.00000,       2117700.00000,            11.80000,             4.24800,           309.18420,          4637.76300,         14978.17000,14.90908,2.370284,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1262700.00000,            11.80000,             4.24800,           184.35420,          2765.31300,            88.20000,1,         50000.00000,        750000.00000,           109.50000,          1642.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         29660.90000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           177.00000,            11.80000,             4.24800,1,          7000.00000,        105000.00000,            15.33000,           229.95000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-17 00:00:00,0,        141180.00000,       2258880.00000,            11.80000,             4.53120,           309.18420,          4946.94700,         14433.36000,15.17246,2.412156,            72.97389,            11.60157,0,        141180.00000,       2258880.00000,            11.80000,             4.53120,           309.18420,          4946.94700,         14433.36000,15.17246,2.412156,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1346880.00000,            11.80000,             4.53120,           184.35420,          2949.66700,            88.20000,1,         50000.00000,        800000.00000,           109.50000,          1752.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         28686.73000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           188.80000,            11.80000,             4.53120,1,          7000.00000,        112000.00000,            15.33000,           245.28000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-18 00:00:00,0,        141180.00000,       2400060.00000,            11.80000,             4.81440,           309.18420,          5256.13100,         13968.08000,15.43736,2.454271,            72.97389,            11.60157,0,        141180.00000,       2400060.00000,            11.80000,             4.81440,           309.18420,          5256.13100,         13968.08000,15.43736,2.454271,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1431060.00000,            11.80000,             4.81440,           184.35420,          3134.02100,            88.20000,1,         50000.00000,        850000.00000,           109.50000,          1861.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         27809.51000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           200.60000,            11.80000,             4.81440,1,          7000.00000,        119000.00000,            15.33000,           260.61000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-19 00:00:00,0,        141180.00000,       2541240.00000,            11.80000,             5.09760,           309.18420,          5565.31600,         13566.97000,15.70131,2.496233,            72.97389,            11.60157,0,        141180.00000,       2541240.00000,            11.80000,             5.09760,           309.18420,          5565.31600,         13566.97000,15.70131,2.496233,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1515240.00000,            11.80000,             5.09760,           184.35420,          3318.37600,            88.20000,1,         50000.00000,        900000.00000,           109.50000,          1971.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         27003.41000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           212.40000,            11.80000,             5.09760,1,          7000.00000,        126000.00000,            15.33000,           275.94000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-20 00:00:00,0,        141180.00000,       2682420.00000,            11.80000,             5.38080,           309.18420,          5874.50000,         13213.87000,15.96261,2.537776,            72.97389,            11.60157,0,        141180.00000,       2682420.00000,            11.80000,             5.38080,           309.18420,          5874.50000,         13213.87000,15.96261,2.537776,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1599420.00000,            11.80000,             5.38080,           184.35420,          3502.73000,            88.20000,1,         50000.00000,        950000.00000,           109.50000,          2080.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         26244.22000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           224.20000,            11.80000,             5.38080,1,          7000.00000,        133000.00000,            15.33000,           291.27000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-21 00:00:00,0,        141180.00000,       2823600.00000,            11.80000,             5.66400,           309.18420,          6183.68400,         12901.26000,16.22035,2.578752,            72.97389,            11.60157,0,        141180.00000,       2823600.00000,            11.80000,             5.66400,           309.18420,          6183.68400,         12901.26000,16.22035,2.578752,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1683600.00000,            11.80000,             5.66400,           184.35420,          3687.08400,            88.20000,1,         50000.00000,       1000000.00000,           109.50000,          2190.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         25597.72000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           236.00000,            11.80000,             5.66400,1,          7000.00000,        140000.00000,            15.33000,           306.60000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-22 00:00:00,0,        141180.00000,       2964780.00000,            11.80000,             5.94720,           309.18420,          6492.86800,         12631.05000,16.47387,2.619057,            72.97389,            11.60157,0,        141180.00000,       2964780.00000,            11.80000,             5.94720,           309.18420,          6492.86800,         12631.05000,16.47387,2.619057,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1767780.00000,            11.80000,             5.94720,           184.35420,          3871.43800,            88.20000,1,         50000.00000,       1050000.00000,           109.50000,          2299.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         25130.98000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           247.80000,            11.80000,             5.94720,1,          7000.00000,        147000.00000,            15.33000,           321.93000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-23 00:00:00,0,        141180.00000,       3105960.00000,            11.80000,             6.23040,           309.18420,          6802.05200,         12399.65000,16.72242,2.658573,            72.97389,            11.60157,0,        141180.00000,       3105960.00000,            11.80000,             6.23040,           309.18420,          6802.05200,         12399.65000,16.72242,2.658573,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1851960.00000,            11.80000,             6.23040,           184.35420,          4055.79200,            88.20000,1,         50000.00000,       1100000.00000,           109.50000,          2409.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         24769.45000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           259.60000,            11.80000,             6.23040,1,          7000.00000,        154000.00000,            15.33000,           337.26000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-24 00:00:00,0,        141180.00000,       3247140.00000,            11.80000,             6.51360,           309.18420,          7111.23700,         12190.76000,16.96537,2.697196,            72.97389,            11.60157,0,        141180.00000,       3247140.00000,            11.80000,             6.51360,           309.18420,          7111.23700,         12190.76000,16.96536,2.697196,            72.97389,            11.60157,             1.00000,1,         84180.00000,       1936140.00000,            11.80000,             6.51360,           184.35420,          4240.14700,            88.20000,1,         50000.00000,       1150000.00000,           109.50000,          2518.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         24434.09000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           271.40000,            11.80000,             6.51360,1,          7000.00000,        161000.00000,            15.33000,           352.59000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-25 00:00:00,0,        141180.00000,       3388320.00000,            11.80000,             6.79680,           309.18420,          7420.42100,         11999.34000,17.20267,2.734924,            72.97389,            11.60157,0,        141180.00000,       3388320.00000,            11.80000,             6.79680,           309.18420,          7420.42100,         11999.34000,17.20267,2.734924,            72.97389,            11.60157,             1.00000,1,         84180.00000,       2020320.00000,            11.80000,             6.79680,           184.35420,          4424.50100,            88.20000,1,         50000.00000,       1200000.00000,           109.50000,          2628.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         24015.68000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           283.20000,            11.80000,             6.79680,1,          7000.00000,        168000.00000,            15.33000,           367.92000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-26 00:00:00,0,        141180.00000,       3529500.00000,            11.80000,             7.08000,           309.18420,          7729.60500,         11824.30000,17.43446,2.771774,            72.97389,            11.60157,0,        141180.00000,       3529500.00000,            11.80000,             7.08000,           309.18420,          7729.60500,         11824.30000,17.43446,2.771774,            72.97389,            11.60157,             1.00000,1,         84180.00000,       2104500.00000,            11.80000,             7.08000,           184.35420,          4608.85500,            88.20000,1,         50000.00000,       1250000.00000,           109.50000,          2737.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         23729.40000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           295.00000,            11.80000,             7.08000,1,          7000.00000,        175000.00000,            15.33000,           383.25000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-27 00:00:00,0,        141180.00000,       3670680.00000,            11.80000,             7.36320,           309.18420,          8038.78900,         11662.82000,17.66082,2.807762,            72.97389,            11.60157,0,        141180.00000,       3670680.00000,            11.80000,             7.36320,           309.18420,          8038.78900,         11662.82000,17.66082,2.807762,            72.97389,            11.60157,             1.00000,1,         84180.00000,       2188680.00000,            11.80000,             7.36320,           184.35420,          4793.20900,            88.20000,1,         50000.00000,       1300000.00000,           109.50000,          2847.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         23470.77000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           306.80000,            11.80000,             7.36320,1,          7000.00000,        182000.00000,            15.33000,           398.58000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-28 00:00:00,0,        141180.00000,       3811860.00000,            11.80000,             7.64640,           309.18420,          8347.97300,         11513.49000,17.8819,2.84291,            72.97389,            11.60157,0,        141180.00000,       3811860.00000,            11.80000,             7.64640,           309.18420,          8347.97300,         11513.49000,17.8819,2.84291,            72.97389,            11.60157,             1.00000,1,         84180.00000,       2272860.00000,            11.80000,             7.64640,           184.35420,          4977.56300,            88.20000,1,         50000.00000,       1350000.00000,           109.50000,          2956.50000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         23222.97000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           318.60000,            11.80000,             7.64640,1,          7000.00000,        189000.00000,            15.33000,           413.91000,0,             0.00000,             0.00000,             0.00000,             0.00000
2023-01-29 00:00:00,0,        141180.00000,       3953040.00000,            11.80000,             7.92960,           309.18420,          8657.15800,         11375.00000,18.09785,2.877242,            72.97389,            11.60157,0,        141180.00000,       3953040.00000,            11.80000,             7.92960,           309.18420,          8657.15800,         11375.00000,18.09785,2.877242,            72.97389,            11.60157,             1.00000,1,         84180.00000,       2357040.00000,            11.80000,             7.92960,           184.35420,          5161.91800,            88.20000,1,         50000.00000,       1400000.00000,           109.50000,          3066.00000,             0.00000,0,nan,1,             0.00000,             0.00000,             0.00000,             0.00000,             0.00000,0,nan,0,             0.00000,             0.00000,             0.00000,             0.00000,         22993.39000,            10.00000,           200.00000,         18811.88000,1,            11.80000,           330.40000,            11.80000,             7.92960,1,          7000.00000,        196000.00000,            15.33000,           429.24000,0,             0.00000,             0.00000,             0.00000,             0.00000
